104513 CD O 104513 d 
aortic JJ OB aortic c 
stenosis NN OI stenosi c 
is VBZ O is c 
probably RB O probabl c 
not RB O not c 
present JJ O present c 
. . O . o 

The DT O the Cc 
mitral JJ O mitral c 
valve NN O valv c 
is VBZ O is c 
not RB O not c 
well RB O well c 
seen VBN O seen c 
. . O . o 

Mitral JJ OB mitral Cc 
stenosis NN OI stenosi c 
is VBZ O is c 
not RB O not c 
present JJ O present c 
and CC O and c 
definate JJ O defin c 
mitral JJ OB mitral c 
regurgitation NN OI regurgit c 
is VBZ O is c 
not RB O not c 
seen VBN O seen c 
. . O . o 

The DT O the Cc 
pulmonary JJ O pulmonari c 
artery NN O arteri c 
systolic JJ O systol c 
pressure NN O pressur c 
could MD O could c 
not RB O not c 
be VB O be c 
determined VBN O determin c 
. . O . o 

There EX O there Cc 
is VBZ O is c 
no DT O no c 
pericardial JJ OB pericardi c 
effusion NN OI effus c 
. . O . o 

If IN O if Cc 
clinically RB O clinic c 
indicated VBN O indic c 
, , O , o 
a DT O a c 
radionuclide JJ O radionuclid c 
ventriculogram NN O ventriculogram c 
is VBZ O is c 
suggested VBN O suggest c 
to TO O to c 
better RB O better c 
characterize VB O character c 
regional JJ O region c 
and CC O and c 
global JJ O global c 
biventricular JJ O biventricular c 
systolic JJ O systol c 
function NN O function c 
. . O . o 

226973 CD O 226973 d 
| CD O | o 
| CD O | o 
| NNS O | o 
| VBP O | o 
26176 CD O 26176 d 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
4475 CD O 4475 d 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
RADIOLOGY_REPORT REPORT O radiology_report CoC 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
2014-04-27 CD O 2014-04-27 dodod 
11:37:00.0 CD O 11:37:00.0 dododod 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
C12 NN O c12 Cd 
CHEST NN O chest C 
-LRB- -LRB- O -lrb- oCo 
PORTABLE NN O portable C 
AP NN O ap C 
-RRB- -RRB- O -rrb- oCo 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
Clip NN O clip Cc 
# # O # o 
285-3141 CD O 285-3141 dod 
Actual JJ O actual Cc 
report NN O report c 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
DATE NNP O date C 
: : O : o 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
2014-04-27 CD O 2014-04-27 dodod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
11:37 CD O 11:37 dod 
AM VBP O am C 
CHEST NN O chest C 
-LRB- -LRB- O -lrb- oCo 
PORTABLE NN O portable C 
AP NN O ap C 
-RRB- -RRB- O -rrb- oCo 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
Clip NNP O clip Cc 
Number NNP O number Cc 
-LRB- -LRB- O -lrb- oCo 
Radiology NNP O radiolog Cc 
-RRB- -RRB- O -rrb- oCo 
4195 CD O 4195 d 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
Reason NNP O reason Cc 
: : O : o 
r/o NN O r/o coc 
pneumoniae FW OB pneumonia c 
______________________________________________________________________________  O ______________________________________________________________________________ o 
UNDERLYING NNP O underlying C 
MEDICAL NNP O medical C 
CONDITION NNP O condition C 
: : O : o 
71 CD O 71 d 
year NN O year c 
old JJ O old c 
man NN O man c 
s/p JJ O s/p coc 
dual JJ O dual c 
chamber NN O chamber c 
ICD NN O icd C 
implant VB O implant c 
on IN O on c 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
04-21 CD O 04-21 dod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
with IN O with c 
bleeding VBG OB bleed c 
around IN O around c 
pacer NN O pacer c 
after IN O after c 
the DT O the c 
procedure NN O procedur c 
r/o NN O r/o coc 
pneumonia NN OB pneumonia c 
REASON NNP O reason C 
FOR IN O for C 
THIS NNP O this C 
EXAMINATION NNP O examination C 
: : O : o 
r/o NN O r/o coc 
pneumoniae FW OB pneumonia c 
______________________________________________________________________________  O ______________________________________________________________________________ o 
FINAL NN O final C 
REPORT NNP O report C 
INDICATION NNP O indication C 
: : O : o 
S/P NN O s/p CoC 
dual JJ O dual c 
chamber NN O chamber c 
ICD NN O icd C 
implant VBP O implant c 
with IN O with c 
bleeding VBG OB bleed c 
around IN O around c 
the DT O the c 
pacer NN O pacer c 
, , O , o 
rule NN O rule c 
out IN O out c 
pneumonia NN OB pneumonia c 
. . O . o 

COMPARISON NNP O comparison C 
: : O : o 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
2014-04-22 CD O 2014-04-22 dodod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
. . O . o 

AP NN O ap C 
CHEST NN O chest C 
: : O : o 
The DT O the Cc 
ICD NN O icd C 
pacer NN O pacer c 
is VBZ O is c 
identified VBN O identifi c 
with IN O with c 
all DT O all c 
three CD O three c 
leads NNS O lead c 
in IN O in c 
appropriate JJ O appropri c 
position NN O posit c 
, , O , o 
unchanged JJ O unchang c 
from IN O from c 
the DT O the c 
prior JJ O prior c 
study NN O studi c 
. . O . o 

Sternal NNP O sternal Cc 
wires NNS O wire c 
are VBP O are c 
present JJ O present c 
. . O . o 

A DT O a C 
left JJ O left c 
femoral JJ O femor c 
vein NN O vein c 
pulmonary JJ O pulmonari c 
artery NN O arteri c 
catheter NN O cathet c 
tip NN O tip c 
is VBZ O is c 
in IN O in c 
a DT O a c 
left JJ O left c 
interlobar NN O interlobar c 
artery NN O arteri c 
. . O . o 

The DT O the Cc 
cardiac JJ OB cardiac c 
silhouette NN OI silhouett c 
is VBZ O is c 
enlarged JJ O enlarg c 
, , O , o 
but CC O but c 
not RB O not c 
changed VBD O chang c 
compared VBN O compar c 
to TO O to c 
the DT O the c 
prior JJ O prior c 
study NN O studi c 
. . O . o 
The DT O the Cc 
mediastinal JJ O mediastin c 
and CC O and c 
hilar JJ O hilar c 
contours NNS O contour c 
are VBP O are c 
within IN O within c 
normal JJ O normal c 
limits NNS O limit c 
. . O . o 
There EX O there Cc 
is VBZ O is c 
increased VBN O increas c 
opacification NN O opacif c 
within IN O within c 
the DT O the c 
left VBN O left c 
lower JJR O lower c 
lobe NN O lobe c 
likely JJ O like c 
relating VBG O relat c 
to TO O to c 
atelectasis NN OB atelectasi c 
. . O . o 

The DT O the Cc 
pulmonary JJ O pulmonari c 
vascularity NN O vascular c 
has VBZ O has c 
not RB O not c 
changed VBN O chang c 
compared VBN O compar c 
to TO O to c 
the DT O the c 
prior JJ O prior c 
study NN O studi c 
. . O . o 

There EX O there Cc 
is VBZ O is c 
minimal JJ O minim c 
if IN O if c 
any DT O ani c 
evidence NN O evid c 
of IN O of c 
pulmonary JJ OB pulmonari c 
edema NN OI edema c 
. . O . o 

The DT O the Cc 
osseous JJ O osseous c 
structures NNS O structur c 
are VBP O are c 
unchanged JJ O unchang c 
. . O . o 
IMPRESSION NN O impression C 
: : O : o 
1 LS O 1 d 
-RRB- -RRB- O -rrb- oCo 
New NNP O new Cc 
opacity NN O opac c 
in IN O in c 
the DT O the c 
left VBN O left c 
lower JJR O lower c 
lobe NN O lobe c 
likely JJ O like c 
representing VBG O repres c 
atelectasis NN OB atelectasi c 
however RB O howev c 
an DT O an c 
underlying VBG O under c 
pneumonia NN OB pneumonia c 
could MD O could c 
not RB O not c 
be VB O be c 
excluded VBN O exclud c 
. . O . o 

2 LS O 2 d 
-RRB- -RRB- O -rrb- oCo 
Cardiomegaly RB OB cardiomegali Cc 
without IN O without c 
definite JJ O definit c 
evidence NN O evid c 
of IN O of c 
failure NN OB failur c 
. . O . o 

3 LS O 3 d 
-RRB- -RRB- O -rrb- oCo 
Lines NNPS O line Cc 
and CC O and c 
tubes NNS O tube c 
in IN O in c 
appropriate JJ O appropri c 
position NN O posit c 
. . O . o 

963 CD O 963 d 
| CD O | o 
| CD O | o 
| NNS O | o 
| VBP O | o 
9602 CD O 9602 d 
| CD O | o 
| CD O | o 
| NNS O | o 
| VBP O | o 
20303 CD O 20303 d 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
DISCHARGE_SUMMARY SUMMARY O discharge_summari CoC 
| CD O | o 
| CD O | o 
| CD O | o 
| CD O | o 
2013-12-21 CD O 2013-12-21 dodod 
00:00:00.0 CD O 00:00:00.0 dododod 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
| FW O | o 
Admission NN O admission Cc 
Date NN O date Cc 
: : O : o 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
2013-12-18 CD O 2013-12-18 dodod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
Discharge NNP O discharg Cc 
Date NNP O date Cc 
: : O : o 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
2013-12-21 CD O 2013-12-21 dodod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
Date NN O date Cc 
of IN O of c 
Birth NNP O birth Cc 
: : O : o 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
1959-05-23 CD O 1959-05-23 dodod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
Sex NN O sex Cc 
: : O : o 
M NN O m C 
CHIEF JJ O chief C 
COMPLAINT NN O complaint C 
: : O : o 
Chest NN OB chest Cc 
pain NN OI pain c 
. . O . o 

HISTORY NN O histori C 
OF IN O of C 
PRESENT JJ O present C 
ILLNESS NNS O illness C 
: : O : o 
Mr. NNP O mr. Cco 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
lastname FW O lastnam c 
2915 CD O 2915 d 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
is VBZ O is c 
54-year-old JJ O 54-year-old dococ 
gentleman NN O gentleman c 
with IN O with c 
a DT O a c 
history NN O histori c 
of IN O of c 
hypertension NN OB hypertens c 
, , O , o 
coronary JJ O coronari c 
artery NN O arteri c 
in IN O in c 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
2012-05-08 CD O 2012-05-08 dodod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
. . O . o 

He PRP O he Cc 
is VBZ O is c 
status NN O status c 
post NN O post c 
percutaneous JJ O percutan c 
transluminal JJ O translumin c 
coronary JJ O coronari c 
angioplasty NN O angioplasti c 
and CC O and c 
stent NN O stent c 
of IN O of c 
his PRP$ O his c 
middle JJ O middl c 
left JJ O left c 
anterior JJ O anterior c 
descending VBG O descend c 
artery NN O arteri c 
and CC O and c 
diagonal NN O diagon c 
who WP O who c 
presents VBZ O present c 
from IN O from c 
an DT O an c 
outside JJ O outsid c 
hospital NN O hospit c 
with IN O with c 
45 CD O 45 d 
minutes NNS O minut c 
of IN O of c 
crushing VBG OB crush c 
chest NN OI chest c 
pain NN OI pain c 
at IN O at c 
rest NN O rest c 
which WDT O which c 
began VBD O began c 
in IN OB in c 
his PRP$ O his c 
left JJ O left c 
arm NN O arm c 
then RB O then c 
to TO O to c 
his PRP$ O his c 
right JJ O right c 
arm NN O arm c 
associated VBN O associ c 
with IN O with c 
diaphoresis NN O diaphoresi c 
. . O . o 

An DT O an Cc 
electrocardiogram NN O electrocardiogram c 
revealed VBD O reveal c 
2-mm CD O 2-mm doc 
to TO O to c 
3-mm CD O 3-mm doc 
ST JJ OB st C 
elevations NNS OI elev c 
in IN O in c 
V1 NN O v1 Cd 
through IN O through c 
V3 NN O v3 Cd 
with IN O with c 
which WDT O which c 
was VBD O was c 
improved VBN O improv c 
with IN O with c 
aspirin NN O aspirin c 
and CC O and c 
sublingual JJ O sublingu c 
nitroglycerin NN O nitroglycerin c 
. . O . o 

The DT O the Cc 
patient NN O patient c 
was VBD O was c 
given VBN O given c 
morphine NN O morphin c 
, , O , o 
Lopressor NNP O lopressor Cc 
, , O , o 
and CC O and c 
started VBD O start c 
on IN O on c 
heparin NN O heparin c 
in IN O in c 
the DT O the c 
Emergency NN O emergenc Cc 
Room NN O room Cc 
at IN O at c 
the DT O the c 
outside JJ O outsid c 
hospital NN O hospit c 
. . O . o 

He PRP O he Cc 
was VBD O was c 
sent VBN O sent c 
to TO O to c 
-LSB- -LRB- O -lsb- oCo 
** SYM OI ** o 
Hospital NNP OI hospit Cc 
43 CD OI 43 d 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
for IN O for c 
cardiac JJ O cardiac c 
catheterization NN O catheter c 
. . O . o 

Cardiac JJ O cardiac Cc 
catheterization NN O catheter c 
revealed VBD O reveal c 
the DT O the c 
patient NN O patient c 
had VBD O had c 
2-vessel JJ OB 2-vessel doc 
coronary JJ OI coronari c 
artery NN OI arteri c 
disease NN OI diseas c 
, , O , o 
right-dominant JJ OB right-domin coc 
system NN OI system c 
, , O , o 
left VBD O left c 
anterior JJ O anterior c 
descending VBG O descend c 
artery NN O arteri c 
occluded VBD OB occlud c 
distal JJ O distal c 
to TO O to c 
the DT O the c 
origin NN O origin c 
, , O , o 
proximal JJ O proxim c 
left VBD O left c 
anterior JJ O anterior c 
descending VBG O descend c 
artery NN O arteri c 
underwent VBD O underw c 
percutaneous JJ O percutan c 
transluminal JJ O translumin c 
coronary JJ O coronari c 
angioplasty NN O angioplasti c 
with IN O with c 
stent JJ O stent c 
placement NN O placement c 
, , O , o 
left VBD O left c 
main JJ O main c 
coronary JJ O coronari c 
artery NN O arteri c 
was VBD O was c 
patent NN O patent c 
, , O , o 
his PRP$ O his c 
left JJ O left c 
circumflex NN O circumflex c 
showed VBD O show c 
minimal JJ O minim c 
luminal JJ OB lumin c 
irregularities NNS OI irregular c 
, , O , o 
80 CD O 80 d 
% NN O % o 
stenosis NN OB stenosi c 
of IN O of c 
distal JJ O distal c 
vessel NN O vessel c 
, , O , o 
right JJ O right c 
coronary JJ O coronari c 
artery NN O arteri c 
showed VBD O show c 
minimal JJ O minim c 
luminal JJ O lumin c 
irregularities NNS OI irregular c 
throughout IN O throughout c 
with IN O with c 
60 CD O 60 d 
% NN O % o 
proximal JJ O proxim c 
stenosis NN OB stenosi c 
. . O . o 

PAST NN O past C 
MEDICAL NN O medical C 
HISTORY NN O histori C 
: : O : o 
1 CD O 1 d 
. . O . o 

Hypertension NN OB hypertens Cc 
. . O . o 

2 LS O 2 d 
. . O . o 

Coronary JJ OB coronari Cc 
artery NN OI arteri c 
disease NN OI diseas c 
, , O , o 
status NN O status c 
post NN O post c 
catheterization NN O catheter c 
on IN O on c 
-LSB- -LRB- O -lsb- oCo 
** SYM O ** o 
2012-05-08 CD O 2012-05-08 dodod 
** SYM O ** o 
-RSB- -RRB- O -rsb- oCo 
, , O , o 
where WRB O where c 
he PRP O he c 
received VBD O receiv c 
percutaneous JJ O percutan c 
transluminal JJ O translumin c 
coronary JJ O coronari c 
angioplasty NN O angioplasti c 
with IN O with c 
stent JJ O stent c 
placement NN O placement c 
to TO O to c 
his PRP$ O his c 
middle JJ O middl c 
left JJ O left c 
anterior JJ O anterior c 
descending VBG O descend c 
artery NN O arteri c 
and CC O and c 
second JJ O second c 
diagonal NN O diagon c 
. . O . o 

SOCIAL NNP O social C 
HISTORY NNP O histori C 
: : O : o 
He PRP O he Cc 
does VBZ O doe c 
not RB O not c 
smoke VB O smoke c 
. . O . o 

No DT O no Cc 
history NN O histori c 
of IN O of c 
intravenous JJ O intraven c 
drug NN O drug c 
use NN O use c 
. . O . o 
Occasional JJ O occasion Cc 
alcohol NN O alcohol c 
use NN O use c 
. . O . o 
He PRP O he Cc 
is VBZ O is c 
a DT O a c 
computer NN O comput c 
programmer NN O programm c 
. . O . o 
He PRP O he Cc 
is VBZ O is c 
married VBN O marri c 
with IN O with c 
three CD O three c 
children NNS O children c 
. . O . o 
FAMILY NN O famili C 
HISTORY NN O histori C 
: : O : o 
Family NNP O famili Cc 
history NN O histori c 
is VBZ O is c 
negative JJ O negat c 
for IN O for c 
coronary JJ O coronari c 
artery NN OI arteri c 
disease NN OI diseas c 
. . O . o 

MEDICATIONS NN O medications C 
ON IN O on C 
ADMISSION NNP O admission C 
: : O : o 
He PRP O he Cc 
is VBZ O is c 
on IN O on c 
Lipitor NNP O lipitor Cc 
10 CD O 10 d 
mg NN O mg c 
p.o. NN O p.o. coco 
q.h.s. NN O q.h.s. cococo 
and CC O and c 
aspirin NN O aspirin c 
325 CD O 325 d 
mg NN O mg c 
p.o. NN O p.o. coco 
q.d. NN O q.d. coco 
ALLERGIES NNS O allergies C 
: : O : o 
No DT O no Cc 
known VBN O known c 
drug NN O drug c 
allergies NNS O allergi c 
. . O . o 

PHYSICAL NNP O physical C 
EXAMINATION NNP O examination C 
ON NNP O on C 
PRESENTATION NNP O presentation C 
: : O : o 
Vital JJ O vital Cc 
signs NNS O sign c 
on IN O on c 
admission NN O admiss c 
were VBD O were c 
temperature NN O temperatur c 
of IN O of c 
98.5 CD O 98.5 dod 
, , O , o 
pulse NN O puls c 
80 CD O 80 d 
to TO O to c 
82 CD O 82 d 
, , O , o 
blood NN O blood c 
pressure NN O pressur c 
127/73 CD O 127/73 dod 
, , O , o 
satting VBG O sat c 
95 CD O 95 d 
% NN O % o 
on IN O on c 
2 CD O 2 d 
liters NNS O liter c 
. . O . o 

He PRP O he Cc 
was VBD O was c 
a DT O a c 
well-developed JJ O well-develop coc 
white JJ O white c 
male NN O male c 
in IN O in c 
no DT O no c 
apparent JJ OB appar c 
distress NN OI distress c 
. . O . o 

HEENT JJ O heent C 
revealed VBD O reveal c 
he PRP O he c 
had VBD O had c 
no DT O no c 
jugular JJ OB jugular c 
venous JJ OI venous c 
distention NN OI distent c 
. . O . o 

Sclerae FW O sclera Cc 
were VBD O were c 
anicteric JJ OB anicter c 
. . O . o 

Cardiovascular NNP O cardiovascular Cc 
had VBD O had c 
a DT O a c 
regular JJ O regular c 
rate NN O rate c 
and CC O and c 
rhythm NN O rhythm c 
. . O . o 

Fourth JJ O fourth Cc 
heart NN O heart c 
sound NN O sound c 
was VBD O was c 
present JJ O present c 
. . O . o 

No DT O no Cc 
murmurs NNS OB murmur c 
, , O , o 
rubs VBZ OB rub c 
or CC O or c 
gallops VBZ OB gallop c 
. . O . o 

Respiratory JJ O respiratori Cc 
revealed VBD O reveal c 
lungs NNS O lung c 
were VBD O were c 
clear JJ O clear c 
to TO O to c 
auscultation NN O auscult c 
bilaterally RB O bilater c 
. . O . o 

Abdomen NN DB abdomen Cc 
revealed VBD O reveal c 
good JJ O good c 
bowel NN O bowel c 
sounds NNS O sound c 
, , O , o 
nontender NN DI nontend c 
, , O , o 
and CC O and c 
nondistended JJ DI nondistend c 
. . O . o 

Extremities NNS O extremiti Cc 
revealed VBD O reveal c 
right JJ O right c 
groin NN O groin c 
area NN O area c 
revealed VBD O reveal c 
no DT O no c 
hematoma NN OB hematoma c 
. . O . o 

Pulses NNPS O puls Cc 
were VBD O were c 
2 CD O 2 d 
+ CC O + o 
. . O . o 

No DT O no Cc 
femoral JJ OB femor c 
bruits NNS OI bruit c 
auscultated VBN O auscult c 
. . O . o 

No DT O no Cc 
lower JJR OB lower c 
extremity NN OI extrem c 
edema NN OI edema c 
. . O . o 

LABORATORY NN O laboratori C 
DATA NNP O data C 
ON NNP O on C 
PRESENTATION NNP O presentation C 
: : O : o 
Hematocrit NNP O hematocrit Cc 
36.4 CD O 36.4 dod 
, , O , o 
white JJ O white c 
blood NN O blood c 
cell NN O cell c 
count NN O count c 
12.7 CD O 12.7 dod 
, , O , o 
platelets NNS O platelet c 
